"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","first.two.char","first.three.char","year"
"DRK39",7.02,"Low Fat",0.0499444313940855,"Dairy",82.425,"OUT049","Medium","Tier 1","Supermarket Type1",1414.825,"DR","DRK","14"
"FDH44",19.1,"Regular",0.0258641643631331,"Fruits and Vegetables",147.6418,"OUT035","Small","Tier 2","Supermarket Type1",1471.418,"FD","FDH","9"
"FDS56",5.785,"Regular",0.0388182910368611,"Fruits and Vegetables",262.6252,"OUT049","Medium","Tier 1","Supermarket Type1",524.6504,"FD","FDS","14"
"DRJ59",11.65,"Low Fat",0.0194127035998804,"Hard Drinks",40.3164,"OUT045","Small","Tier 2","Supermarket Type1",502.0132,"DR","DRJ","11"
"NCA30",19,"Low Fat",0.221558504016945,"Household",190.1872,"OUT010","Small","Tier 3","Grocery Store",567.2616,"NC","NCA","15"
"FDF17",5.19,"Low Fat",0.0427098830357279,"Frozen Foods",197.811,"OUT045","Small","Tier 2","Supermarket Type1",2946.165,"FD","FDF","11"
"NCX18",14.15,"Low Fat",0.00881973062372059,"Household",196.311,"OUT046","Small","Tier 1","Supermarket Type1",3338.987,"NC","NCX","16"
"NCO53",16.2,"Low Fat",0.175938501633118,"Health and Hygiene",183.7608,"OUT018","Medium","Tier 3","Other Supermarket",2940.1728,"NC","NCO","4"
"FDT23",7.72,"Regular",0.0748499210799142,"Breads",78.8986,"OUT049","Medium","Tier 1","Supermarket Type1",623.1888,"FD","FDT","14"
"NCJ19",18.6,"Low Fat",0.118165522871175,"Others",56.2588,"OUT046","Small","Tier 1","Supermarket Type1",1030.6584,"NC","NCJ","16"
"FDI05",8.35,"Regular",0.127621247826878,"Frozen Foods",76.5354,"OUT017","Small","Tier 2","Supermarket Type1",1805.6496,"FD","FDI","6"
"NCJ19",18.6,"Low Fat",0.202451332317693,"Others",55.6588,"OUT010","Small","Tier 3","Grocery Store",114.5176,"NC","NCJ","15"
"NCS29",9,"Low Fat",0.0691812172666811,"Health and Hygiene",264.0884,"OUT027","Medium","Tier 3","Other Supermarket",4504.8028,"NC","NCS","28"
"NCC06",19,"Low Fat",0.0269592290487586,"Household",129.8336,"OUT013","High","Tier 3","Supermarket Type1",3451.5072,"NC","NCC","26"
"FDJ12",8.895,"Regular",0.0392723800900876,"Baking Goods",207.4296,"OUT017","Small","Tier 2","Supermarket Type1",2492.7552,"FD","FDJ","6"
"FDW48",18,"Low Fat",0.008532234858123,"Baking Goods",78.5618,"OUT013","High","Tier 3","Supermarket Type1",402.809,"FD","FDW","26"
"FDX32",15.1,"Regular",0.100449771459667,"Fruits and Vegetables",144.7786,"OUT017","Small","Tier 2","Supermarket Type1",2600.6148,"FD","FDX","6"
"FDH02",7.27,"Regular",0.0208101088483256,"Canned",91.8488,"OUT027","Medium","Tier 3","Other Supermarket",2716.464,"FD","FDH","28"
"FDD16",20.5,"Low Fat",0.0363486413379761,"Frozen Foods",75.8696,"OUT046","Small","Tier 1","Supermarket Type1",2386.2272,"FD","FDD","16"
"FDR09",18.25,"Low Fat",0.077317516945182,"Snack Foods",259.7962,"OUT027","Medium","Tier 3","Other Supermarket",8028.8822,"FD","FDR","28"
"FDB32",20.6,"Low Fat",0.0235538829210155,"Fruits and Vegetables",93.3778,"OUT018","Medium","Tier 3","Other Supermarket",1314.2892,"FD","FDB","4"
"FDP11",15.85,"Low Fat",0.0690310606455289,"Breads",218.7166,"OUT013","High","Tier 3","Supermarket Type1",4136.6154,"FD","FDP","26"
"FDG09",20.6,"Regular",0.0480122591557479,"Fruits and Vegetables",187.7556,"OUT049","Medium","Tier 1","Supermarket Type1",3004.0896,"FD","FDG","14"
"FDF21",10.3,"Regular",0.0587682272083472,"Fruits and Vegetables",187.853,"OUT013","High","Tier 3","Supermarket Type1",2656.542,"FD","FDF","26"
"NCJ19",18.6,"Low Fat",0.117561044223551,"Others",55.2588,"OUT027","Medium","Tier 3","Other Supermarket",2748.4224,"NC","NCJ","28"
"FDY03",17.6,"Regular",0.130402475304662,"Meat",111.3202,"OUT010","Small","Tier 3","Grocery Store",337.5606,"FD","FDY","15"
"FDK58",11.35,"Regular",0.0449373221657746,"Snack Foods",101.0016,"OUT013","High","Tier 3","Supermarket Type1",2631.2416,"FD","FDK","26"
"FDC26",10.195,"Low Fat",0.126583401398403,"Canned",112.2886,"OUT049","Medium","Tier 1","Supermarket Type1",2557.3378,"FD","FDC","14"
"FDN15",17.5,"Low Fat",0.0168060829270888,"Meat",138.518,"OUT018","Medium","Tier 3","Other Supermarket",2376.906,"FD","FDN","4"
"DRH11",5.98,"Low Fat",0.0751622306496094,"Hard Drinks",56.0614,"OUT027","Medium","Tier 3","Other Supermarket",2597.2858,"DR","DRH","28"
"NCK17",11,"Low Fat",0.0378567383102411,"Health and Hygiene",40.948,"OUT013","High","Tier 3","Supermarket Type1",319.584,"NC","NCK","26"
"DRC01",5.92,"Regular",0.0191976491999407,"Soft Drinks",47.7692,"OUT046","Small","Tier 1","Supermarket Type1",492.692,"DR","DRC","16"
"FDD03",13.3,"Low Fat",0.079781623991488,"Dairy",232.73,"OUT035","Small","Tier 2","Supermarket Type1",2796.36,"FD","FDD","9"
"NCY17",18.2,"Low Fat",0.16335463373409,"Health and Hygiene",45.1086,"OUT049","Medium","Tier 1","Supermarket Type1",669.129,"NC","NCY","14"
"DRY23",9.395,"Regular",0.109269280526907,"Soft Drinks",42.3112,"OUT049","Medium","Tier 1","Supermarket Type1",980.0576,"DR","DRY","14"
"FDT50",6.75,"Regular",0.108205564880449,"Dairy",96.3752,"OUT035","Small","Tier 2","Supermarket Type1",1342.2528,"FD","FDT","9"
"FDC38",15.7,"Low Fat",0.122370788206998,"Canned",133.1942,"OUT013","High","Tier 3","Supermarket Type1",2782.3782,"FD","FDC","26"
"NCN06",8.39,"Low Fat",0.206420966284706,"Household",162.8868,"OUT010","Small","Tier 3","Grocery Store",327.5736,"NC","NCN","15"
"FDP56",8.185,"Low Fat",0.0462406772546524,"Fruits and Vegetables",47.4692,"OUT027","Medium","Tier 3","Other Supermarket",1576.6144,"FD","FDP","28"
"FDW34",9.6,"Low Fat",0.0356534280709353,"Snack Foods",244.917,"OUT045","Small","Tier 2","Supermarket Type1",2916.204,"FD","FDW","11"
"FDU07",11.1,"Low Fat",0.0598284959181564,"Fruits and Vegetables",151.3366,"OUT035","Small","Tier 2","Supermarket Type1",3022.732,"FD","FDU","9"
"NCO55",12.8,"Low Fat",0.0914290640353663,"Others",108.9938,"OUT018","Medium","Tier 3","Other Supermarket",1071.938,"NC","NCO","4"
"FDL16",12.85,"Low Fat",0.169450715232104,"Frozen Foods",46.106,"OUT017","Small","Tier 2","Supermarket Type1",792.302,"FD","FDL","6"
"FDT59",13.65,"Low Fat",0.0159446567247172,"Breads",231.9668,"OUT045","Small","Tier 2","Supermarket Type1",3225.1352,"FD","FDT","11"
"DRF01",5.655,"Low Fat",0.174163229691339,"Soft Drinks",146.6102,"OUT027","Medium","Tier 3","Other Supermarket",1895.5326,"DR","DRF","28"
"NCS06",7.935,"Low Fat",0.0318030092763514,"Household",261.591,"OUT045","Small","Tier 2","Supermarket Type1",3155.892,"NC","NCS","11"
"FDY13",12.1,"Low Fat",0.0540206665570179,"Canned",74.967,"OUT019","Small","Tier 1","Grocery Store",229.701,"FD","FDY","28"
"DRF36",16.1,"Low Fat",0.0403897025258571,"Soft Drinks",189.9846,"OUT010","Small","Tier 3","Grocery Store",191.0846,"DR","DRF","15"
"FDV10",7.645,"Regular",0.0668855712427136,"Snack Foods",41.8112,"OUT046","Small","Tier 1","Supermarket Type1",894.8352,"FD","FDV","16"
"FDE09",8.775,"Low Fat",0.0370082362833111,"Fruits and Vegetables",110.7228,"OUT010","Small","Tier 3","Grocery Store",331.5684,"FD","FDE","15"
"FDC20",10.65,"Low Fat",0.0240215178527828,"Fruits and Vegetables",57.2272,"OUT045","Small","Tier 2","Supermarket Type1",1174.4712,"FD","FDC","11"
"FDI58",7.64,"Regular",0.0711233025977204,"Snack Foods",95.012,"OUT017","Small","Tier 2","Supermarket Type1",1864.24,"FD","FDI","6"
"FDI56",7.325,"Low Fat",0.0939385626936715,"Fruits and Vegetables",93.2146,"OUT017","Small","Tier 2","Supermarket Type1",1733.0774,"FD","FDI","6"
"NCI17",8.645,"Low Fat",0.144039951148602,"Health and Hygiene",94.741,"OUT018","Medium","Tier 3","Other Supermarket",1061.951,"NC","NCI","4"
"NCE19",8.97,"Low Fat",0.0931620410324803,"Household",55.7956,"OUT049","Medium","Tier 1","Supermarket Type1",1037.3164,"NC","NCE","14"
"FDA26",7.855,"Regular",0.132544810815776,"Dairy",219.3482,"OUT019","Small","Tier 1","Grocery Store",219.0482,"FD","FDA","28"
"FDR01",5.405,"Regular",0.053852076034855,"Canned",198.6742,"OUT018","Medium","Tier 3","Other Supermarket",2388.8904,"FD","FDR","4"
"FDC32",18.35,"Low Fat",0.0985899192510432,"Fruits and Vegetables",90.6462,"OUT027","Medium","Tier 3","Other Supermarket",2406.2012,"FD","FDC","28"
"FDF11",10.195,"Regular",0.0176591662716411,"Starchy Foods",240.1538,"OUT049","Medium","Tier 1","Supermarket Type1",1442.1228,"FD","FDF","14"
"FDH46",6.935,"Regular",0.0412772250504139,"Snack Foods",103.5332,"OUT046","Small","Tier 1","Supermarket Type1",1230.3984,"FD","FDH","16"
"FDY33",14.5,"Regular",0.174288809269905,"Snack Foods",159.0262,"OUT019","Small","Tier 1","Grocery Store",159.1262,"FD","FDY","28"
"DRG23",8.88,"Low Fat",0.0867705651681664,"Hard Drinks",152.2682,"OUT046","Small","Tier 1","Supermarket Type1",1829.6184,"DR","DRG","16"
"FDY04",17.7,"Regular",0.0422539750785722,"Frozen Foods",162.521,"OUT027","Medium","Tier 3","Other Supermarket",4567.388,"FD","FDY","28"
"FDE26",9.3,"Low Fat",0.0891916211569211,"Canned",145.3786,"OUT045","Small","Tier 2","Supermarket Type1",2745.0934,"FD","FDE","11"
"NCU42",9,"Low Fat",0.0195006302495047,"Household",169.4474,"OUT035","Small","Tier 2","Supermarket Type1",4211.185,"NC","NCU","9"
"NCO42",21.25,"Low Fat",0.0246479809730306,"Household",146.0102,"OUT035","Small","Tier 2","Supermarket Type1",2916.204,"NC","NCO","9"
"FDU25",12.35,"Low Fat",0.02672354948466,"Canned",59.2246,"OUT049","Medium","Tier 1","Supermarket Type1",984.7182,"FD","FDU","14"
"FDW02",4.805,"Regular",0.0375019727464561,"Dairy",124.3704,"OUT027","Medium","Tier 3","Other Supermarket",3004.0896,"FD","FDW","28"
"FDS22",16.85,"Regular",0.0231515604157696,"Snack Foods",43.9428,"OUT046","Small","Tier 1","Supermarket Type1",351.5424,"FD","FDS","16"
"FDG57",14.7,"Low Fat",0.0722760356125049,"Fruits and Vegetables",49.8034,"OUT035","Small","Tier 2","Supermarket Type1",631.8442,"FD","FDG","9"
"FDQ25",8.63,"Regular",0.0283983980056135,"Canned",173.9422,"OUT018","Medium","Tier 3","Other Supermarket",4138.6128,"FD","FDQ","4"
"NCS06",7.935,"Low Fat",0.0318733386970139,"Household",261.291,"OUT018","Medium","Tier 3","Other Supermarket",2892.901,"NC","NCS","4"
"FDC29",8.39,"Regular",0.0240788840599871,"Frozen Foods",112.7176,"OUT027","Medium","Tier 3","Other Supermarket",1832.2816,"FD","FDC","28"
"NCZ41",19.85,"Low Fat",0.0644013454249464,"Health and Hygiene",126.7704,"OUT035","Small","Tier 2","Supermarket Type1",1752.3856,"NC","NCZ","9"
"FDW23",5.765,"Low Fat",0.0820022388067727,"Baking Goods",37.5164,"OUT046","Small","Tier 1","Supermarket Type1",656.4788,"FD","FDW","16"
"FDB03",17.75,"Regular",0.157080392619804,"Dairy",240.5538,"OUT049","Medium","Tier 1","Supermarket Type1",3845.6608,"FD","FDB","14"
"FDN25",7.895,"Regular",0.109692257403418,"Breakfast",55.5588,"OUT019","Small","Tier 1","Grocery Store",229.0352,"FD","FDN","28"
"NCN05",8.235,"Low Fat",0.0144578993348181,"Health and Hygiene",181.895,"OUT046","Small","Tier 1","Supermarket Type1",732.38,"NC","NCN","16"
"FDV43",16,"Low Fat",0.0764530971422106,"Fruits and Vegetables",43.4086,"OUT027","Medium","Tier 3","Other Supermarket",847.5634,"FD","FDV","28"
"FDG44",6.13,"Low Fat",0.102352915058107,"Fruits and Vegetables",55.0298,"OUT049","Medium","Tier 1","Supermarket Type1",539.298,"FD","FDG","14"
"FDS12",9.1,"Low Fat",0.174867976888382,"Baking Goods",127.2362,"OUT018","Medium","Tier 3","Other Supermarket",1635.8706,"FD","FDS","4"
"FDI52",18.7,"Low Fat",0.104572873812098,"Frozen Foods",121.4072,"OUT013","High","Tier 3","Supermarket Type1",2450.144,"FD","FDI","26"
"FDU12",15.5,"Regular",0.0758711298605562,"Baking Goods",261.7568,"OUT049","Medium","Tier 1","Supermarket Type1",1845.5976,"FD","FDU","14"
"FDG58",10.695,"Regular",0.0867544081614806,"Snack Foods",156.7972,"OUT035","Small","Tier 2","Supermarket Type1",3427.5384,"FD","FDG","9"
"FDA16",6.695,"Low Fat",0.0340880851040113,"Frozen Foods",220.8456,"OUT018","Medium","Tier 3","Other Supermarket",5084.0488,"FD","FDA","4"
"NCD18",16,"Low Fat",0.0726466812362441,"Household",229.8668,"OUT035","Small","Tier 2","Supermarket Type1",4837.7028,"NC","NCD","9"
"FDI21",5.59,"Regular",0.0565458989904363,"Snack Foods",62.6168,"OUT013","High","Tier 3","Supermarket Type1",639.168,"FD","FDI","26"
"FDW31",11.35,"Regular",0.0434137572872563,"Fruits and Vegetables",197.0742,"OUT017","Small","Tier 2","Supermarket Type1",2587.9646,"FD","FDW","6"
"FDB35",12.3,"Regular",0.0648971044807779,"Starchy Foods",93.8804,"OUT018","Medium","Tier 3","Other Supermarket",1470.0864,"FD","FDB","4"
"FDK58",11.35,"Regular",0.0447469602989337,"Snack Foods",102.4016,"OUT027","Medium","Tier 3","Other Supermarket",2428.8384,"FD","FDK","28"
"FDU14",17.75,"Low Fat",0.0347483865432402,"Dairy",248.775,"OUT046","Small","Tier 1","Supermarket Type1",3745.125,"FD","FDU","16"
"NCP43",17.75,"Low Fat",0.0306383562001129,"Others",178.566,"OUT018","Medium","Tier 3","Other Supermarket",2516.724,"NC","NCP","4"
"FDM20",10,"Low Fat",0.0387397223278455,"Fruits and Vegetables",245.0144,"OUT027","Medium","Tier 3","Other Supermarket",3185.1872,"FD","FDM","28"
"FDT36",12.3,"Low Fat",0.110691791494627,"Baking Goods",35.2874,"OUT027","Medium","Tier 3","Other Supermarket",988.0472,"FD","FDT","28"
"FDW19",12.35,"Regular",0.0386661320194022,"Fruits and Vegetables",110.257,"OUT018","Medium","Tier 3","Other Supermarket",1757.712,"FD","FDW","4"
"FDB29",16.7,"Regular",0.0524947442640349,"Frozen Foods",113.9176,"OUT049","Medium","Tier 1","Supermarket Type1",2519.3872,"FD","FDB","14"
"FDN39",19.35,"Regular",0.0659085072365667,"Meat",167.0816,"OUT017","Small","Tier 2","Supermarket Type1",1510.0344,"FD","FDN","6"
"FDI02",15.7,"Regular",0.114551048037471,"Canned",112.0202,"OUT046","Small","Tier 1","Supermarket Type1",337.5606,"FD","FDI","16"
"FDA46",13.6,"Low Fat",0.117019341293631,"Snack Foods",196.1136,"OUT027","Medium","Tier 3","Other Supermarket",6026.8216,"FD","FDA","28"
"FDV36",18.7,"Low Fat",0.026457807774202,"Baking Goods",124.902,"OUT017","Small","Tier 2","Supermarket Type1",2909.546,"FD","FDV","6"
"FDE35",7.06,"Regular",0.0438562518327305,"Starchy Foods",59.5904,"OUT013","High","Tier 3","Supermarket Type1",761.6752,"FD","FDE","26"
"FDT46",11.35,"Low Fat",0.0308974217467038,"Snack Foods",52.4008,"OUT035","Small","Tier 2","Supermarket Type1",809.6128,"FD","FDT","9"
"FDS21",19.85,"Regular",0.0374324826532977,"Snack Foods",62.7194,"OUT019","Small","Tier 1","Grocery Store",123.8388,"FD","FDS","28"
"DRD12",6.96,"Low Fat",0.0776508276983089,"Soft Drinks",90.9146,"OUT017","Small","Tier 2","Supermarket Type1",1459.4336,"DR","DRD","6"
"FDR14",11.65,"Low Fat",0.312082781969522,"Dairy",54.7298,"OUT019","Small","Tier 1","Grocery Store",107.8596,"FD","FDR","28"
"FDG22",17.6,"Regular",0.0411644226590749,"Snack Foods",37.919,"OUT027","Medium","Tier 3","Other Supermarket",768.999,"FD","FDG","28"
"FDX58",13.15,"Low Fat",0.0438330421883811,"Snack Foods",184.195,"OUT049","Medium","Tier 1","Supermarket Type1",2746.425,"FD","FDX","14"
"FDB40",17.5,"Regular",0.00750039414944997,"Dairy",146.7102,"OUT027","Medium","Tier 3","Other Supermarket",4374.306,"FD","FDB","28"
"FDJ36",14.5,"Regular",0.219719239562468,"Baking Goods",102.7332,"OUT010","Small","Tier 3","Grocery Store",205.0664,"FD","FDJ","15"
"NCL53",7.5,"Low Fat",0.0620731667822827,"Health and Hygiene",177.4028,"OUT010","Small","Tier 3","Grocery Store",354.2056,"NC","NCL","15"
"NCX05",15.2,"Low Fat",0.0972647670622958,"Health and Hygiene",114.8492,"OUT045","Small","Tier 2","Supermarket Type1",1506.0396,"NC","NCX","11"
"FDO21",11.6,"Regular",0.00976182411480114,"Snack Foods",226.2404,"OUT046","Small","Tier 1","Supermarket Type1",1800.3232,"FD","FDO","16"
"NCF07",9,"Low Fat",0.0321603635851269,"Household",102.0016,"OUT018","Medium","Tier 3","Other Supermarket",1518.024,"NC","NCF","4"
"FDU20",19.35,"Regular",0.0214359728510171,"Fruits and Vegetables",119.7098,"OUT013","High","Tier 3","Supermarket Type1",1325.6078,"FD","FDU","26"
"FDK09",15.2,"Low Fat",0.157197505093738,"Snack Foods",228.0352,"OUT010","Small","Tier 3","Grocery Store",458.0704,"FD","FDK","15"
"FDY57",20.2,"Regular",0.121216795085866,"Snack Foods",97.5752,"OUT035","Small","Tier 2","Supermarket Type1",1534.0032,"FD","FDY","9"
"FDD51",11.15,"Low Fat",0.119324460101819,"Dairy",45.2744,"OUT027","Medium","Tier 3","Other Supermarket",905.488,"FD","FDD","28"
"FDA49",19.7,"Low Fat",0.064581737379208,"Canned",87.4198,"OUT027","Medium","Tier 3","Other Supermarket",2267.7148,"FD","FDA","28"
"FDG33",5.365,"Regular",0.140223087420427,"Seafood",171.0764,"OUT046","Small","Tier 1","Supermarket Type1",3263.7516,"FD","FDG","16"
"FDG35",21.2,"Regular",0.00704119223125069,"Starchy Foods",173.6738,"OUT049","Medium","Tier 1","Supermarket Type1",2954.1546,"FD","FDG","14"
"FDC52",11.15,"Regular",0.00829718933456586,"Dairy",150.6708,"OUT045","Small","Tier 2","Supermarket Type1",2106.5912,"FD","FDC","11"
"FDS34",19.35,"Regular",0.0772137685893018,"Snack Foods",112.7518,"OUT017","Small","Tier 2","Supermarket Type1",683.1108,"FD","FDS","6"
"NCY05",13.5,"Low Fat",0.0550771641017325,"Health and Hygiene",33.3874,"OUT049","Medium","Tier 1","Supermarket Type1",282.2992,"NC","NCY","14"
"FDO46",9.6,"Regular",0.0142081099066908,"Snack Foods",188.1872,"OUT035","Small","Tier 2","Supermarket Type1",1701.7848,"FD","FDO","9"
"FDY20",12.5,"Regular",0.0818823320464855,"Fruits and Vegetables",91.7488,"OUT049","Medium","Tier 1","Supermarket Type1",1358.232,"FD","FDY","14"
"FDA13",15.85,"Low Fat",0.0785306927616375,"Canned",36.3506,"OUT035","Small","Tier 2","Supermarket Type1",607.2096,"FD","FDA","9"
"FDS04",10.195,"Regular",0.146515454845947,"Frozen Foods",141.7838,"OUT013","High","Tier 3","Supermarket Type1",1685.8056,"FD","FDS","26"
"FDU51",20.2,"Regular",0.097085387678363,"Meat",178.6028,"OUT017","Small","Tier 2","Supermarket Type1",2302.3364,"FD","FDU","6"
"FDK50",7.96,"Low Fat",0.0284852809500626,"Canned",161.8894,"OUT018","Medium","Tier 3","Other Supermarket",2750.4198,"FD","FDK","4"
"FDO60",20,"Low Fat",0.0343349656676438,"Baking Goods",45.4086,"OUT013","High","Tier 3","Supermarket Type1",981.3892,"FD","FDO","26"
"FDM13",6.425,"Low Fat",0.0635495545578232,"Breakfast",133.0626,"OUT017","Small","Tier 2","Supermarket Type1",1442.7886,"FD","FDM","6"
"FDU12",15.5,"Regular",0.0753543243834266,"Baking Goods",262.7568,"OUT027","Medium","Tier 3","Other Supermarket",7646.0472,"FD","FDU","28"
"NCG54",12.1,"Low Fat",0.0801497618106323,"Household",170.9106,"OUT018","Medium","Tier 3","Other Supermarket",1539.9954,"NC","NCG","4"
"FDH40",11.6,"Regular",0.135212349024268,"Frozen Foods",82.2276,"OUT010","Small","Tier 3","Grocery Store",243.6828,"FD","FDH","15"
"NCI06",11.3,"Low Fat",0.0855613456705277,"Household",179.166,"OUT019","Small","Tier 1","Grocery Store",359.532,"NC","NCI","28"
"FDA58",9.395,"Low Fat",0.103719199019238,"Snack Foods",236.9932,"OUT035","Small","Tier 2","Supermarket Type1",4242.4776,"FD","FDA","9"
"FDJ02",17.2,"Regular",0.0253158594045007,"Canned",147.0418,"OUT017","Small","Tier 2","Supermarket Type1",2354.2688,"FD","FDJ","6"
"FDP21",7.42,"Regular",0.0258516343822713,"Snack Foods",188.9872,"OUT018","Medium","Tier 3","Other Supermarket",2458.1336,"FD","FDP","4"
"FDN57",18.25,"Low Fat",0.054217450711345,"Snack Foods",142.0154,"OUT035","Small","Tier 2","Supermarket Type1",2127.231,"FD","FDN","9"
"FDV26",20.25,"Regular",0.0757615616996748,"Dairy",193.3794,"OUT027","Medium","Tier 3","Other Supermarket",8388.4142,"FD","FDV","28"
"FDZ21",17.6,"Regular",0.0392840240746976,"Snack Foods",94.641,"OUT049","Medium","Tier 1","Supermarket Type1",2799.689,"FD","FDZ","14"
"FDG21",17.35,"Regular",0.14553365737234,"Seafood",148.705,"OUT027","Medium","Tier 3","Other Supermarket",1797.66,"FD","FDG","28"
"FDF26",6.825,"Regular",0.0468354803374231,"Canned",155.1998,"OUT018","Medium","Tier 3","Other Supermarket",2460.7968,"FD","FDF","4"
"FDC39",7.405,"Low Fat",0.159035340473178,"Dairy",208.9296,"OUT013","High","Tier 3","Supermarket Type1",2700.4848,"FD","FDC","26"
"FDQ24",15.7,"Low Fat",0.0739837693737721,"Baking Goods",250.5724,"OUT018","Medium","Tier 3","Other Supermarket",4026.7584,"FD","FDQ","4"
"FDC41",15.6,"Low Fat",0.117605797124899,"Frozen Foods",75.667,"OUT017","Small","Tier 2","Supermarket Type1",1301.639,"FD","FDC","6"
"NCO14",9.6,"Low Fat",0.050782204271968,"Household",44.2086,"OUT010","Small","Tier 3","Grocery Store",44.6086,"NC","NCO","15"
"FDE05",10.895,"Regular",0.0322840683894991,"Frozen Foods",144.0102,"OUT027","Medium","Tier 3","Other Supermarket",5394.9774,"FD","FDE","28"
"FDW52",14,"Regular",0.0373260156059938,"Frozen Foods",163.1526,"OUT027","Medium","Tier 3","Other Supermarket",3946.8624,"FD","FDW","28"
"FDL36",15.1,"Low Fat",0.0756770412564777,"Baking Goods",88.183,"OUT027","Medium","Tier 3","Other Supermarket",1438.128,"FD","FDL","28"
"FDS04",10.195,"Regular",0.146617651919385,"Frozen Foods",139.0838,"OUT035","Small","Tier 2","Supermarket Type1",3652.5788,"FD","FDS","9"
